"store_id","film_id","category_id","film_title","category","inventory_count","total_rentals","total_revenue","last_rental_date","average_rental_duration_days"
2,893,14,"Titans Jerk","Sci-Fi",4,16,91.86,"2006-02-14 15:16:03",5.56
2,85,6,"Bonnie Holocaust","Documentary",4,16,31.85,"2005-08-21 07:59:47",4.29
2,525,4,"Loathing Legally","Classics",4,16,38.85,"2006-02-14 15:16:03",5.10
2,526,16,"Lock Rear","Travel",4,16,42.86,"2005-08-23 03:52:36",4.14
1,873,3,"Sweethearts Suspects","Children",4,16,44.86,"2006-02-14 15:16:03",4.92
1,109,13,"Butterfly Chocolat","New",4,16,67.86,"2005-08-21 18:51:28",6.60
2,111,1,"Caddyshack Jedi","Action",4,16,46.86,"2005-08-23 14:27:07",4.64
1,114,14,"Camelot Vacation","Sci-Fi",4,16,54.86,"2006-02-14 15:16:03",5.42
1,865,2,"Sunrise League","Animation",4,16,109.85,"2005-08-22 11:01:15",5.32
2,491,3,"Jumping Wrath","Children",4,16,46.86,"2005-08-23 17:09:31",6.27
2,130,1,"Celebrity Horn","Action",4,16,16.86,"2005-08-23 14:59:51",4.80
1,852,3,"Strangelove Desire","Children",4,16,53.86,"2005-08-21 19:12:12",6.52
2,850,1,"Story Side","Action",4,16,22.85,"2005-08-23 17:48:30",4.57
1,403,7,"Harry Idaho","Drama",4,16,97.85,"2006-02-14 15:16:03",5.50
2,154,2,"Clash Freddy","Animation",4,16,45.86,"2005-08-23 18:49:32",5.52
1,159,5,"Closer Bang","Comedy",4,16,89.86,"2005-08-22 21:28:59",4.85
2,809,15,"Slipper Fidelity","Sports",4,16,24.86,"2005-08-20 05:59:05",5.06
1,179,7,"Conquerer Nuts","Drama",4,16,84.87,"2005-08-22 21:29:14",4.31
2,181,16,"Contact Anonymous","Travel",4,16,50.85,"2005-08-21 23:08:33",4.98
2,203,14,"Daisy Menagerie","Sci-Fi",4,16,85.86,"2005-08-22 18:21:04",4.35
2,220,12,"Deer Virginian","Music",4,16,40.87,"2005-08-21 07:22:43",5.01
1,741,12,"Roman Punk","Music",4,16,14.86,"2005-08-23 15:59:12",4.90
2,382,10,"Grit Clockwork","Games",4,16,43.86,"2005-08-22 18:35:59",5.32
1,382,10,"Grit Clockwork","Games",4,16,53.86,"2005-08-23 13:46:27",5.37
1,239,2,"Dogma Family","Animation",4,16,89.86,"2005-08-23 05:24:29",5.28
1,979,7,"Witches Panic","Drama",4,16,79.86,"2005-08-21 08:00:55",5.13
2,687,6,"Pocus Pulp","Documentary",4,16,23.85,"2005-08-23 08:06:49",5.20
1,686,13,"Pluto Oleander","New",4,16,73.87,"2005-08-21 13:52:54",4.23
2,374,14,"Graffiti Love","Sci-Fi",4,16,36.86,"2005-08-21 22:35:33",4.29
1,678,15,"Pickup Driving","Sports",4,16,93.85,"2005-08-20 12:11:28",6.06
2,284,12,"Enemy Odds","Music",4,16,88.86,"2005-08-21 10:10:01",4.89
2,676,15,"Philadelphia Wife","Sports",4,16,69.87,"2006-02-14 15:16:03",5.33
1,969,7,"West Lion","Drama",4,16,92.86,"2005-08-22 07:51:47",5.00
2,369,14,"Goodfellas Salute","Sci-Fi",4,16,88.87,"2005-08-23 04:12:52",5.46
1,295,6,"Expendable Stallion","Documentary",4,16,47.86,"2005-08-22 13:44:32",4.69
1,1000,5,"Zorro Ark","Comedy",4,16,108.85,"2005-08-21 17:43:42",4.85
1,303,1,"Fantasy Troopers","Action",4,16,22.86,"2005-08-22 12:16:46",5.50
1,305,13,"Fatal Haunted","New",4,16,48.87,"2005-08-20 01:02:26",5.14
1,366,7,"Goldfinger Sensibility","Drama",4,16,44.87,"2005-08-22 00:46:54",5.42
2,624,10,"Nightmare Chill","Games",4,16,86.87,"2005-08-21 04:37:56",4.07
2,609,16,"Muscle Bright","Travel",4,16,45.86,"2005-08-23 00:07:53",4.34
1,341,4,"Frost Head","Classics",4,16,39.86,"2005-08-20 12:40:48",5.64
2,571,6,"Metal Armageddon","Documentary",4,15,58.86,"2005-08-22 23:58:09",6.02
2,638,5,"Operation Operation","Comedy",4,15,46.86,"2005-08-23 01:10:42",5.11
1,378,12,"Greatest North","Music",4,15,46.87,"2005-08-23 16:32:10",4.33
2,247,5,"Downhill Enough","Comedy",4,15,46.88,"2005-08-20 08:59:38",5.82
2,236,10,"Divine Resurrection","Games",4,15,64.85,"2006-02-14 15:16:03",4.77
1,738,9,"Rocketeer Mother","Foreign",4,15,46.87,"2005-08-20 11:11:42",5.53
1,331,10,"Forward Temple","Games",4,15,56.87,"2005-08-23 12:29:24",6.54
1,732,1,"Rings Heartbreakers","Action",4,15,31.87,"2005-08-23 02:55:42",5.92
1,84,16,"Boiled Dares","Travel",4,15,66.87,"2005-08-21 04:30:47",4.62
2,421,9,"Holiday Games","Foreign",4,15,82.85,"2005-08-23 01:29:59",5.12
2,634,8,"Odds Boogie","Family",4,15,19.87,"2005-08-23 14:01:07",5.32
1,356,3,"Giant Troopers","Children",4,15,54.86,"2005-08-20 09:50:52",4.13
1,117,10,"Candles Grapes","Games",4,15,70.87,"2005-08-22 06:01:26",4.88
1,367,14,"Goldmine Tycoon","Sci-Fi",4,15,24.87,"2005-08-20 15:11:11",5.60
1,869,1,"Suspects Quills","Action",4,15,67.85,"2006-02-14 15:16:03",5.58
1,897,7,"Torque Bound","Drama",4,15,80.88,"2005-08-19 22:47:34",4.41
1,902,15,"Trading Pinocchio","Sports",4,15,85.86,"2005-08-23 10:20:35",6.31
1,322,15,"Flatliners Killer","Sports",4,15,52.87,"2005-08-22 16:30:43",5.49
1,304,3,"Fargo Gandhi","Children",4,15,48.87,"2005-08-22 06:29:34",3.47
1,122,11,"Carrie Bunch","Horror",4,15,22.85,"2005-08-23 21:17:17",4.52
1,45,13,"Attraction Newton","New",4,15,82.86,"2005-08-21 23:00:02",4.33
2,406,10,"Haunting Pianist","Games",4,15,34.86,"2005-08-23 02:30:23",6.04
1,907,7,"Translation Summer","Drama",4,15,25.87,"2005-08-20 11:37:56",4.62
2,858,5,"Submarine Bed","Comedy",4,15,78.87,"2005-08-21 10:22:51",4.26
2,531,9,"Lose Inch","Foreign",4,15,39.86,"2005-08-22 06:12:16",4.48
1,127,5,"Cat Coneheads","Comedy",4,15,85.86,"2006-02-14 15:16:03",5.02
2,127,5,"Cat Coneheads","Comedy",4,15,73.87,"2005-08-23 15:45:42",5.11
1,301,11,"Family Sweet","Horror",4,15,28.87,"2006-02-14 15:16:03",4.71
2,651,2,"Packer Madigan","Animation",4,15,48.86,"2005-08-21 20:25:57",5.00
1,595,9,"Moon Bunch","Foreign",4,15,18.86,"2005-08-21 05:07:02",4.66
2,532,15,"Loser Hustler","Sports",4,15,83.86,"2005-08-23 01:25:30",5.14
1,849,2,"Storm Happiness","Animation",4,15,18.86,"2005-08-22 20:44:35",4.63
1,962,4,"Wasteland Divine","Classics",4,15,40.88,"2005-08-21 11:20:21",4.87
2,137,14,"Charade Duffel","Sci-Fi",4,15,66.87,"2005-08-23 22:20:40",5.12
1,911,1,"Trip Newton","Action",4,15,73.86,"2005-08-23 01:50:53",4.09
1,31,8,"Apache Divine","Family",4,15,80.86,"2005-08-23 15:10:42",4.59
1,369,14,"Goodfellas Salute","Sci-Fi",4,15,75.88,"2005-08-23 18:08:19",4.96
2,361,15,"Gleaming Jawbreaker","Sports",4,15,61.86,"2006-02-14 15:16:03",6.63
2,452,9,"Illusion Amelie","Foreign",4,15,34.87,"2005-08-23 22:42:48",4.95
2,67,1,"Berets Agent","Action",4,15,49.86,"2006-02-14 15:16:03",4.12
1,887,2,"Thief Pelican","Animation",4,15,75.88,"2005-08-22 14:23:11",5.60
2,1000,5,"Zorro Ark","Comedy",4,15,90.87,"2005-08-23 17:56:01",4.20
2,830,11,"Spirit Flintstones","Horror",4,15,14.86,"2005-08-20 23:18:54",4.20
2,150,6,"Cider Desire","Documentary",4,15,43.87,"2005-08-22 22:31:20",4.98
2,914,16,"Trouble Date","Travel",4,15,51.86,"2005-08-21 19:39:28",5.07
1,152,3,"Circus Youth","Children",4,15,53.86,"2005-08-23 12:41:07",5.08
2,589,6,"Modern Dorado","Documentary",4,15,42.88,"2005-08-23 14:31:50",5.15
2,476,8,"Jason Trap","Family",4,15,61.86,"2005-08-21 15:15:19",5.74
2,334,11,"Freddy Storm","Horror",4,15,75.86,"2005-08-22 15:05:37",5.07
2,680,5,"Pinocchio Simon","Comedy",4,15,82.87,"2005-08-23 09:12:50",4.78
2,12,12,"Alaska Phantom","Music",4,15,24.87,"2005-08-23 06:11:52",5.73
2,326,2,"Flying Hook","Animation",4,15,56.86,"2006-02-14 15:16:03",5.90
2,615,2,"Nash Chocolat","Animation",4,15,58.87,"2005-08-22 06:19:37",6.31
1,683,7,"Pity Bound","Drama",4,15,78.87,"2005-08-22 01:12:14",4.85
1,61,7,"Beauty Grease","Drama",4,15,80.86,"2005-08-20 13:13:56",4.71
2,588,3,"Model Fish","Children",4,15,76.87,"2005-08-21 17:30:17",4.25
1,985,14,"Wonderland Christmas","Sci-Fi",4,15,95.86,"2005-08-23 19:54:24",4.98
1,166,4,"Color Philadelphia","Classics",4,15,55.86,"2005-08-23 22:06:15",5.53
1,327,1,"Fool Mockingbird","Action",4,15,104.86,"2005-08-22 07:37:24",5.08
1,167,16,"Coma Head","Travel",4,15,70.87,"2005-08-23 02:06:41",3.88
1,901,2,"Tracy Cider","Animation",4,15,38.87,"2005-08-23 14:02:13",5.01
2,970,4,"Westward Seabiscuit","Classics",4,15,19.86,"2005-08-23 08:34:10",5.64
2,416,9,"Highball Potter","Foreign",4,15,15.87,"2005-08-23 02:48:24",4.32
1,272,7,"Edge Kissing","Drama",4,15,79.87,"2005-08-23 20:41:09",4.94
1,172,7,"Coneheads Smoochy","Drama",4,15,78.86,"2005-08-23 09:53:54",5.62
1,795,8,"Siege Madre","Family",4,15,16.86,"2005-08-23 06:33:26",5.16
1,690,2,"Pond Seattle","Animation",4,15,48.86,"2005-08-22 11:09:18",5.29
2,174,12,"Confidential Interview","Music",4,15,66.89,"2005-08-23 15:22:15",5.88
2,982,1,"Women Dorado","Action",4,15,26.88,"2005-08-23 17:28:03",4.41
2,176,15,"Congeniality Quest","Sports",4,15,24.88,"2005-08-21 09:55:47",5.64
1,486,9,"Jet Neighbors","Foreign",4,15,66.88,"2005-08-23 19:19:06",6.37
2,789,9,"Shock Cabin","Foreign",4,15,50.85,"2005-08-22 19:56:52",5.20
1,789,9,"Shock Cabin","Foreign",4,15,45.86,"2006-02-14 15:16:03",5.59
1,100,9,"Brooklyn Desert","Foreign",4,15,67.87,"2005-08-20 11:29:32",4.65
1,417,1,"Hills Neighbors","Action",4,15,29.87,"2005-08-23 04:17:56",5.81
2,514,7,"Lebowski Soldiers","Drama",4,15,41.88,"2005-08-23 12:15:51",4.82
2,697,1,"Primary Glass","Action",4,15,20.85,"2005-08-20 12:15:41",5.16
1,529,5,"Lonely Elephant","Comedy",4,15,65.87,"2005-08-21 16:44:32",4.85
2,976,10,"Wind Phantom","Games",4,15,17.86,"2005-08-23 02:39:56",4.31
1,879,12,"Telegraph Voyage","Music",4,15,121.86,"2005-08-23 02:49:04",6.78
2,706,7,"Queen Luke","Drama",4,15,77.86,"2005-08-21 14:04:39",4.42
1,418,7,"Hobbit Alien","Drama",4,15,34.87,"2005-08-21 16:03:02",5.68
1,989,16,"Working Microcosmos","Travel",4,15,88.86,"2005-08-21 15:00:49",4.82
2,707,1,"Quest Mussolini","Action",4,15,58.85,"2005-08-23 02:40:04",4.17
1,253,1,"Drifter Commandments","Action",4,15,83.86,"2005-08-23 02:46:13",4.71
2,767,12,"Scalawag Duck","Music",4,15,76.86,"2005-08-23 08:04:40",3.92
1,715,8,"Range Moonwalker","Family",4,15,90.88,"2005-08-23 11:35:12",4.59
1,201,9,"Cyclone Family","Foreign",4,15,43.87,"2006-02-14 15:16:03",5.28
1,559,14,"Married Go","Sci-Fi",4,15,40.87,"2005-08-22 19:56:41",4.38
2,764,15,"Saturday Lambs","Sports",4,15,96.87,"2005-08-23 19:42:04",5.24
2,206,6,"Dancing Fever","Documentary",4,15,23.87,"2005-08-21 01:03:30",5.86
2,73,14,"Bingo Talented","Sci-Fi",4,15,57.87,"2005-08-22 22:30:50",5.05
2,559,14,"Married Go","Sci-Fi",4,15,43.87,"2005-08-22 13:58:23",5.24
2,505,3,"Labyrinth League","Children",4,15,41.87,"2005-08-22 21:41:40",4.18
1,244,12,"Dorado Notting","Music",4,15,78.87,"2005-08-23 18:48:40",5.82
1,110,3,"Cabin Flash","Children",4,15,39.86,"2005-08-21 15:57:25",5.36
2,618,7,"Necklace Outbreak","Drama",4,15,36.86,"2005-08-23 09:35:34",4.62
1,468,3,"Invasion Cyclone","Children",4,15,53.86,"2005-08-23 17:00:12",4.42
2,320,13,"Flamingos Connecticut","New",4,15,87.86,"2005-08-21 19:41:50",4.31
1,494,11,"Karate Moon","Horror",4,15,34.87,"2005-08-20 18:16:21",5.23
1,598,15,"Mosquito Armageddon","Sports",4,15,16.89,"2006-02-14 15:16:03",5.13
1,330,2,"Forrester Comancheros","Animation",4,15,73.86,"2005-08-20 16:26:36",4.61
1,200,10,"Curtain Videotape","Games",4,14,17.88,"2005-08-23 21:27:35",5.66
1,313,11,"Fidelity Devil","Horror",4,14,75.89,"2005-08-23 06:41:07",5.61
1,816,2,"Snowman Rollercoaster","Animation",4,14,42.87,"2005-08-23 20:08:26",5.25
1,915,1,"Truman Crazy","Action",4,14,64.88,"2005-08-21 01:26:33",5.65
1,621,8,"Network Peak","Family",4,14,50.88,"2005-08-23 05:37:13",5.15
1,347,16,"Games Bowfinger","Travel",4,14,62.88,"2005-08-23 02:33:27",3.89
2,847,13,"Stock Glass","New",4,14,42.87,"2005-08-23 09:23:08",3.65
1,205,1,"Dances None","Action",4,14,28.87,"2006-02-14 15:16:03",4.16
2,378,12,"Greatest North","Music",4,14,56.86,"2005-08-22 12:28:01",5.24
2,162,1,"Clueless Bucket","Action",4,14,60.87,"2005-08-23 00:44:15",5.08
2,379,7,"Greedy Roots","Drama",4,14,14.87,"2005-08-23 18:01:31",3.22
1,609,16,"Muscle Bright","Travel",4,14,40.87,"2005-08-19 21:09:30",4.19
2,319,14,"Fish Opus","Sci-Fi",4,14,50.87,"2005-08-23 17:57:35",4.42
2,434,16,"Horror Reign","Travel",4,14,37.87,"2005-08-23 13:10:16",4.60
2,629,6,"Notorious Reunion","Documentary",4,14,24.87,"2005-08-22 10:58:45",6.76
1,361,15,"Gleaming Jawbreaker","Sports",4,14,63.86,"2005-08-23 17:12:31",6.25
2,890,15,"Tights Dawn","Sports",4,14,36.86,"2005-08-23 07:07:22",6.18
2,109,13,"Butterfly Chocolat","New",4,14,40.88,"2005-08-22 20:47:48",5.17
2,658,11,"Paris Weekend","Horror",4,14,40.88,"2005-08-23 07:23:29",5.92
2,709,7,"Racer Egg","Drama",4,14,42.87,"2005-08-23 17:36:00",5.12
2,724,8,"Remember Diary","Family",4,14,55.87,"2005-08-23 08:54:26",5.04
1,504,7,"Kwai Homeward","Drama",4,14,29.87,"2005-08-22 19:44:00",5.72
1,460,9,"Innocent Usual","Foreign",4,14,98.86,"2005-08-22 15:22:15",4.65
1,502,5,"Knock Warlock","Comedy",4,14,50.88,"2005-08-21 13:53:59",5.12
2,489,2,"Juggler Hardly","Animation",4,14,43.86,"2006-02-14 15:16:03",5.78
1,670,6,"Pelican Comforts","Documentary",4,14,87.88,"2005-08-23 12:50:00",5.83
1,219,6,"Deep Crusade","Documentary",4,14,75.87,"2006-02-14 15:16:03",5.53
1,455,9,"Impossible Prejudice","Foreign",4,14,74.86,"2005-08-22 15:57:38",4.89
1,241,2,"Donnie Alley","Animation",4,14,34.87,"2005-08-22 16:08:23",4.83
2,239,2,"Dogma Family","Animation",4,14,78.86,"2005-08-19 22:48:48",4.15
2,644,2,"Oscar Gold","Animation",4,14,44.86,"2005-08-23 15:09:17",5.40
2,91,4,"Bound Cheaper","Classics",4,14,26.86,"2006-02-14 15:16:03",4.90
2,745,15,"Roses Treasure","Sports",4,14,72.88,"2005-08-22 07:54:47",4.59
1,745,15,"Roses Treasure","Sports",4,14,64.89,"2005-08-23 18:15:06",4.97
2,743,2,"Room Roman","Animation",4,14,18.88,"2005-08-21 07:49:53",4.64
1,143,7,"Chill Luck","Drama",4,14,18.87,"2005-08-23 13:14:47",5.00
1,730,13,"Ridgemont Submarine","New",4,14,56.87,"2005-08-23 20:13:38",6.27
1,840,10,"Stampede Disturbing","Games",4,14,32.86,"2005-08-23 06:19:51",5.05
1,783,16,"Shane Darkness","Travel",4,14,52.87,"2005-08-22 07:32:23",5.33
1,810,8,"Slums Duck","Family",4,14,25.87,"2005-08-22 04:26:38",4.49
2,443,5,"Hurricane Affair","Comedy",4,14,47.87,"2005-08-21 09:04:20",5.67
2,596,10,"Moonshine Cabin","Games",4,14,87.87,"2005-08-21 10:15:20",5.46
1,234,14,"Disturbing Scarface","Sci-Fi",4,14,41.87,"2005-08-22 14:26:01",4.43
1,360,1,"Glass Dying","Action",4,14,35.88,"2005-08-23 15:58:05",5.65
2,546,10,"Madre Gables","Games",4,14,47.87,"2005-08-23 11:15:20",6.81
1,233,16,"Disciple Mother","Travel",4,14,33.87,"2006-02-14 15:16:03",4.32
2,734,6,"Road Roxanne","Documentary",4,14,86.88,"2005-08-21 15:29:47",5.66
1,24,11,"Analyze Hoosiers","Horror",4,14,55.86,"2005-08-22 17:58:27",5.64
1,580,13,"Mine Titans","New",4,14,91.88,"2005-08-23 20:20:23",5.19
1,835,10,"Spy Mile","Games",4,14,49.86,"2005-08-22 16:37:36",5.23
2,471,4,"Island Exorcist","Classics",4,14,44.87,"2005-08-23 11:28:49",5.66
2,266,4,"Dynamite Tarzan","Classics",4,14,29.88,"2005-08-23 19:06:04",4.29
2,946,8,"Virtual Spoilers","Family",4,14,105.87,"2005-08-23 13:22:56",6.23
1,832,8,"Splash Gump","Family",4,14,33.86,"2005-08-22 09:49:32",5.80
2,973,6,"Wife Turn","Documentary",4,14,94.87,"2005-08-23 14:47:26",4.74
1,73,14,"Bingo Talented","Sci-Fi",4,14,61.88,"2005-08-22 09:03:04",6.41
1,273,8,"Effect Gladiator","Family",4,14,25.88,"2006-02-14 15:16:03",5.96
1,694,4,"Prejudice Oleander","Classics",4,14,77.87,"2005-08-21 15:59:40",5.26
2,575,6,"Midsummer Groundhog","Documentary",4,14,88.88,"2005-08-21 11:31:11",4.73
2,880,2,"Telemark Heartbreakers","Animation",4,14,52.87,"2005-08-23 06:19:12",4.89
2,992,6,"Wrath Mile","Documentary",4,14,22.87,"2005-08-22 20:31:38",4.60
2,595,9,"Moon Bunch","Foreign",4,14,16.88,"2005-08-22 10:49:06",5.15
2,457,6,"Independence Hotel","Documentary",4,14,22.87,"2005-08-22 04:56:57",5.01
2,341,4,"Frost Head","Classics",4,14,34.86,"2006-02-14 15:16:03",5.53
2,190,4,"Creepers Kane","Classics",4,14,77.87,"2005-08-23 01:15:07",4.21
1,22,13,"Amistad Midsummer","New",4,14,45.86,"2005-08-22 17:12:29",4.05
2,771,7,"Scorpion Apollo","Drama",4,14,94.87,"2005-08-23 22:19:33",4.80
2,650,6,"Pacific Amistad","Documentary",4,14,23.89,"2005-08-23 02:25:09",3.58
2,800,11,"Sinners Atlantis","Horror",4,14,35.88,"2005-08-22 14:59:30",4.68
2,555,5,"Mallrats United","Comedy",4,14,42.88,"2005-08-23 15:59:01",5.83
1,774,5,"Searchers Wait","Comedy",4,14,75.86,"2005-08-20 21:26:55",5.18
2,856,11,"Streetcar Intentions","Horror",4,14,82.87,"2005-08-22 09:11:48",5.08
2,301,11,"Family Sweet","Horror",4,14,31.86,"2006-02-14 15:16:03",4.62
1,793,1,"Shrunk Divine","Action",4,14,46.87,"2005-08-23 18:51:41",5.61
1,81,14,"Blindness Gun","Sci-Fi",4,14,71.87,"2005-08-23 09:41:28",5.10
2,51,12,"Balloon Homeward","Music",4,14,57.86,"2005-08-23 00:56:27",5.30
1,394,14,"Hamlet Wisdom","Sci-Fi",4,14,39.88,"2005-08-20 10:31:01",6.34
1,25,13,"Angels Life","New",4,14,65.87,"2005-08-23 13:46:00",4.87
1,652,4,"Pajama Jawbreaker","Classics",4,14,39.86,"2005-08-21 23:47:16",4.69
